ID		PT-BR NAME			EN NAME
32799		Poção juju Devoto perfeita (4)			Perfect juju prayer potion (4)
32801		Poção juju Herbologia perfeita (1)			Perfect juju herblore potion (1)
32803		Poção juju Herbologia perfeita (2)			Perfect juju herblore potion (2)
32805		Poção juju Herbologia perfeita (3)			Perfect juju herblore potion (3)
32807		Poção juju Herbologia perfeita (4)			Perfect juju herblore potion (4)
32809		Poção juju Dungeon perfeita (1)			Perfect juju dungeoneering potion (1)
32811		Poção juju Dungeon perfeita (2)			Perfect juju dungeoneering potion (2)
32813		Poção juju Dungeon perfeita (3)			Perfect juju dungeoneering potion (3)
32815		Poção juju Dungeon perfeita (4)			Perfect juju dungeoneering potion (4)
32817		Catalisador de Artesanato			Crafting catalyst
32818		Invólucro de couro			Leather case
32819		Gema focal			Gem focus
32820		Engaste de metal			Metal setting
32821		Foco de Evocação			Summoning focus
32822		Lâmpada de EXP Magia			Magic XP lamp
32823		Lâmpada de EXP Divinação			Divination XP lamp
32824		Lâmpada de EXP Combate Corpo a Corpo			Melee XP lamp
32825		Trabalhador Amlodd			Amlodd worker
32826		Trabalhador Hefin			Hefin worker
32827		Trabalhador Ithell			Ithell worker
32828		Trabalhador Meilyr			Meilyr worker
32829		Algibeira de criatura de luz			Light creature pouch
32831		Algibeira			Pouch
32832		Pergaminho de Criatura de Luz (Iluminação)			Light Creature scroll (Enlightenment)
32833		Algibeira			Pouch
32835		Túnica pensador Prifddinas			Prifddinian thinker's robes
32836		Calças pensador Prifddinas			Prifddinian thinker's trousers
32837		Luvas pensador Prifddinas			Prifddinian thinker's gloves
32838		Botas pensador Prifddinas			Prifddinian thinker's boots
32839		Túnica trabalhador Prifddinas			Prifddinian worker's robes
32840		Calças trabalhador Prifddinas			Prifddinian worker's trousers
32841		Luvas trabalhador Prifddinas			Prifddinian worker's gloves
32842		Botas trabalhador Prifddinas			Prifddinian worker's boots
32843		Pote de cristal			Crystal flask
32845		Vidro cristalino			Crystal glass
32847		Arenito salpicado de cristal			Crystal-flecked sandstone
32849		Pote juju Corte de Lenha perfeita (1)			Perfect juju woodcutting flask (1)
32851		Pote Juju Corte de Lenha Perfeita (2)			Perfect juju woodcutting flask (2)
32853		Pote juju Corte de Lenha perfeita (3)			Perfect juju woodcutting flask (3)
32855		Pote juju Corte de Lenha perfeita (4)			Perfect juju woodcutting flask (4)
32857		Pote juju Corte de Lenha perfeita (5)			Perfect juju woodcutting flask (5)
32859		Pote juju Corte de Lenha perfeita (6)			Perfect juju woodcutting flask (6)
32861		Pote juju Agricultura perfeita (1)			Perfect juju farming flask (1)
32863		Pote Juju Agricultura Perfeita (2)			Perfect juju farming flask (2)
32865		Pote juju Agricultura perfeita (3)			Perfect juju farming flask (3)
32867		Pote Juju Agricultura Perfeita (4)			Perfect juju farming flask (4)
32869		Pote Juju Agricultura Perfeita (5)			Perfect juju farming flask (5)
32871		Pote Juju Agricultura Perfeita (6)			Perfect juju farming flask (6)
32873		Pote juju Mineração perfeita (1)			Perfect juju mining flask (1)
32875		Pote Juju Mineração Perfeita (2)			Perfect juju mining flask (2)
32877		Pote juju Mineração perfeita (3)			Perfect juju mining flask (3)
32879		Pote juju de Mineração perfeita (4)			Perfect juju mining flask (4)
32881		Pote juju Mineração perfeita (5)			Perfect juju mining flask (5)
32883		Pote juju Mineração perfeita (6)			Perfect juju mining flask (6)
32885		Pote juju Metalurgia perfeita (1)			Perfect juju smithing flask (1)
32887		Pote Juju Metalurgia Perfeita (2)			Perfect juju smithing flask (2)
32889		Pote Juju Metalurgia Perfeita (3)			Perfect juju smithing flask (3)
32891		Pote Juju Metalurgia Perfeita (4)			Perfect juju smithing flask (4)
32893		Pote Juju Metalurgia Perfeita (5)			Perfect juju smithing flask (5)
32895		Pote Juju Metalurgia Perfeita (6)			Perfect juju smithing flask (6)
32897		Pote Juju Agilidade Perfeita (1)			Perfect juju agility flask (1)
32899		Pote Juju Agilidade Perfeita (2)			Perfect juju agility flask (2)
32901		Pote juju Agilidade perfeita (3)			Perfect juju agility flask (3)
32903		Pote juju Agilidade perfeita (4)			Perfect juju agility flask (4)
32905		Pote juju Agilidade perfeita (5)			Perfect juju agility flask (5)
32907		Pote juju Agilidade perfeita (6)			Perfect juju agility flask (6)
32909		Pote juju devoto perfeita (1)			Perfect juju prayer flask (1)
32911		Pote juju devoto perfeita (2)			Perfect juju prayer flask (2)
32913		Pote juju devoto perfeita (3)			Perfect juju prayer flask (3)
32915		Pote juju devoto perfeita (4)			Perfect juju prayer flask (4)
32917		Pote juju devoto perfeita (5)			Perfect juju prayer flask (5)
32919		Pote juju devoto perfeita (6)			Perfect juju prayer flask (6)
32921		Pote juju Herbologia perfeita (1)			Perfect juju herblore flask (1)
32923		Pote juju Herbologia perfeita (2)			Perfect juju herblore flask (2)
32925		Pote juju Herbologia perfeita (3)			Perfect juju herblore flask (3)
32927		Pote juju Herbologia perfeita (4)			Perfect juju herblore flask (4)
32929		Pote juju Herbologia perfeita (5)			Perfect juju herblore flask (5)
32931		Pote juju Herbologia perfeita (6)			Perfect juju herblore flask (6)
32933		Pote juju Dungeon perfeita (1)			Perfect juju dungeoneering flask (1)
32935		Pote Juju Dungeon Perfeita (2)			Perfect juju dungeoneering flask (2)
32937		Pote juju Dungeon perfeita (3)			Perfect juju dungeoneering flask (3)
32939		Pote juju Dungeon perfeita (4)			Perfect juju dungeoneering flask (4)
32941		Pote juju Dungeon perfeita (5)			Perfect juju dungeoneering flask (5)
32943		Pote juju Dungeon perfeita (6)			Perfect juju dungeoneering flask (6)
32945		Cinzas torturadas			Tortured ashes
32947		Musgo de harmonia			Harmony moss
32948		Poção da Grã-Força (1)			Grand strength potion (1)
32950		Poção da Grã-Força (2)			Grand strength potion (2)
32952		Poção da Grã-Força (3)			Grand strength potion (3)
32954		Poção da Grã-Força (4)			Grand strength potion (4)
32956		Poção da Grã-Força (5)			Grand strength potion (5)
32958		Poção da Grã-Força (6)			Grand strength potion (6)
32960		Poção do Grão-Arqueiro (1)			Grand ranging potion (1)
32962		Poção do Grão-Arqueiro (2)			Grand ranging potion (2)
32964		Poção do Grão-Arqueiro (3)			Grand ranging potion (3)
32966		Poção do Grão-Arqueiro (4)			Grand ranging potion (4)
32968		Poção do Grão-Arqueiro (5)			Grand ranging potion (5)
32970		Poção do Grão-Arqueiro (6)			Grand ranging potion (6)
32972		Poção da Grã-Magia (1)			Grand magic potion (1)
32974		Poção da Grã-Magia (2)			Grand magic potion (2)
32976		Poção da Grã-Magia (3)			Grand magic potion (3)
32978		Poção da Grã-Magia (4)			Grand magic potion (4)
32980		Poção da Grã-Magia (5)			Grand magic potion (5)
32982		Poção da Grã-Magia (6)			Grand magic potion (6)
32984		Poção do Grão-Ataque (1)			Grand attack potion (1)
32986		Poção do Grão-Ataque (2)			Grand attack potion (2)
32988		Poção do Grão-Ataque (3)			Grand attack potion (3)
32990		Poção do Grão-Ataque (4)			Grand attack potion (4)
32992		Poção do Grão-Ataque (5)			Grand attack potion (5)
32994		Poção do Grão-Ataque (6)			Grand attack potion (6)
32996		Poção da Grã-Defesa (1)			Grand defence potion (1)
32998		Poção da Grã-Defesa (2)			Grand defence potion (2)
33000		Poção da Grã-Defesa (3)			Grand defence potion (3)
33002		Poção da Grã-Defesa (4)			Grand defence potion (4)
33004		Poção da Grã-Defesa (5)			Grand defence potion (5)
33006		Poção da Grã-Defesa (6)			Grand defence potion (6)
33008		Superpoção Corpo a Corpo (1)			Super melee potion (1)
33010		Superpoção Corpo a Corpo (2)			Super melee potion (2)
33012		Superpoção Corpo a Corpo (3)			Super melee potion (3)
33014		Superpoção Corpo a Corpo (4)			Super melee potion (4)
33016		Superpoção Corpo a Corpo (5)			Super melee potion (5)
33018		Superpoção Corpo a Corpo (6)			Super melee potion (6)
33020		Superpoção Mestre Guerra (1)			Super warmaster's potion (1)
33022		Superpoção Mestre Guerra (2)			Super warmaster's potion (2)
33024		Superpoção Mestre Guerra (3)			Super warmaster's potion (3)
33026		Superpoção Mestre Guerra (4)			Super warmaster's potion (4)
33028		Superpoção Mestre Guerra (5)			Super warmaster's potion (5)
33030		Superpoção Mestre Guerra (6)			Super warmaster's potion (6)
33032		Poção Restabelecimento (1)			Replenishment potion (1)
33034		Poção Restabelecimento (2)			Replenishment potion (2)
33036		Poção Restabelecimento (3)			Replenishment potion (3)
33038		Poção Restabelecimento (4)			Replenishment potion (4)
33040		Poção Restabelecimento (5)			Replenishment potion (5)
33042		Poção Restabelecimento (6)			Replenishment potion (6)
33044		Poção Fogo Protodragão (1)			Wyrmfire potion (1)
33046		Poção Fogo Protodragão (2)			Wyrmfire potion (2)
33048		Poção Fogo Protodragão (3)			Wyrmfire potion (3)
33050		Poção Fogo Protodragão (4)			Wyrmfire potion (4)
33052		Poção Fogo Protodragão (5)			Wyrmfire potion (5)
33054		Poção Fogo Protodragão (6)			Wyrmfire potion (6)
33056		Poção do Brigão Extremo (1)			Extreme brawler's potion (1)
33058		Poção do Brigão Extremo (2)			Extreme brawler's potion (2)
33060		Poção do Brigão Extremo (3)			Extreme brawler's potion (3)
33062		Poção do Brigão Extremo (4)			Extreme brawler's potion (4)
33064		Poção do Brigão Extremo (5)			Extreme brawler's potion (5)
33066		Poção do Brigão Extremo (6)			Extreme brawler's potion (6)
33068		Poção Mago Batalha Extremo (1)			Extreme battlemage's potion (1)
33070		Poção Mago Batalha Extremo (2)			Extreme battlemage's potion (2)
33072		Poção Mago Batalha Extremo (3)			Extreme battlemage's potion (3)
33074		Poção Mago Batalha Extremo (4)			Extreme battlemage's potion (4)
33076		Poção Mago Batalha Extremo (5)			Extreme battlemage's potion (5)
33078		Poção Mago Batalha Extremo (6)			Extreme battlemage's potion (6)
33080		Poção Atirador Certeiro Extremo (1)			Extreme sharpshooter's potion (1)
33082		Poção Atirador Certeiro Extremo (2)			Extreme sharpshooter's potion (2)
33084		Poção Atirador Certeiro Extremo (3)			Extreme sharpshooter's potion (3)
33086		Poção Atirador Certeiro Extremo (4)			Extreme sharpshooter's potion (4)
33088		Poção Atirador Certeiro Extremo (5)			Extreme sharpshooter's potion (5)
33090		Poção Atirador Certeiro Extremo (6)			Extreme sharpshooter's potion (6)
33092		Poção Mestre Guerra Extremo (1)			Extreme warmaster's potion (1)
33094		Poção Mestre Guerra Extremo (2)			Extreme warmaster's potion (2)
33096		Poção Mestre Guerra Extremo (3)			Extreme warmaster's potion (3)
33098		Poção Mestre Guerra Extremo (4)			Extreme warmaster's potion (4)
33100		Poção Mestre Guerra Extremo (5)			Extreme warmaster's potion (5)
33102		Poção Mestre Guerra Extremo (6)			Extreme warmaster's potion (6)
33104		Poção da Força Suprema (1)			Supreme strength potion (1)
33106		Poção da Força Suprema (2)			Supreme strength potion (2)
33108		Poção da Força Suprema (3)			Supreme strength potion (3)
33110		Poção da Força Suprema (4)			Supreme strength potion (4)
33112		Poção da Força Suprema (5)			Supreme strength potion (5)
33114		Poção da Força Suprema (6)			Supreme strength potion (6)
33116		Poção do Ataque Supremo (1)			Supreme attack potion (1)
33118		Poção do Ataque Supremo (2)			Supreme attack potion (2)
33120		Poção do Ataque Supremo (3)			Supreme attack potion (3)
33122		Poção do Ataque Supremo (4)			Supreme attack potion (4)
33124		Poção do Ataque Supremo (5)			Supreme attack potion (5)
33126		Poção do Ataque Supremo (6)			Supreme attack potion (6)
33128		Poção de Defesa Suprema (1)			Supreme defence potion (1)
33130		Poção da Defesa Suprema (2)			Supreme defence potion (2)
33132		Poção da Defesa Suprema (3)			Supreme defence potion (3)
33134		Poção da Defesa Suprema (4)			Supreme defence potion (4)
33136		Poção da Defesa Suprema (5)			Supreme defence potion (5)
33138		Poção da Defesa Suprema (6)			Supreme defence potion (6)
33140		Poção de Magia suprema (1)			Supreme magic potion (1)
33142		Poção da Magia Suprema (2)			Supreme magic potion (2)
33144		Poção da Magia Suprema (3)			Supreme magic potion (3)
33146		Poção da Magia Suprema (4)			Supreme magic potion (4)
33148		Poção da Magia Suprema (5)			Supreme magic potion (5)
33150		Poção da Magia Suprema (6)			Supreme magic potion (6)
33152		Poção Arqueiro Supremo (1)			Supreme ranging potion (1)
33154		Poção Arqueiro Supremo (2)			Supreme ranging potion (2)
33156		Poção Arqueiro Supremo (3)			Supreme ranging potion (3)
33158		Poção Arqueiro Supremo (4)			Supreme ranging potion (4)
33160		Poção Arqueiro Supremo (5)			Supreme ranging potion (5)
33162		Poção Arqueiro Supremo (6)			Supreme ranging potion (6)
33164		Poção Incandescente (1)			Brightfire potion (1)
33166		Poção Incandescente (2)			Brightfire potion (2)
33168		Poção Incandescente (3)			Brightfire potion (3)
33170		Poção Incandescente (4)			Brightfire potion (4)
33172		Poção Incandescente (5)			Brightfire potion (5)
33174		Poção Incandescente (6)			Brightfire potion (6)
33176		Poção de Super Renovação (1)			Super prayer renewal potion (1)
33178		Poção de Super Renovação (2)			Super prayer renewal potion (2)
33180		Poção Super Renovação (3)			Super prayer renewal potion (3)
33182		Poção Super Renovação (4)			Super prayer renewal potion (4)
33184		Poção Super Renovação (5)			Super prayer renewal potion (5)
33186		Poção Super Renovação (6)			Super prayer renewal potion (6)
33188		Bálsamo Sobrecarreg. (1)			Overload salve (1)
33190		Bálsamo Sobrecarreg. (2)			Overload salve (2)
33192		Bálsamo Sobrecarreg. (3)			Overload salve (3)
33194		Bálsamo Sobrecarreg. (4)			Overload salve (4)
33196		Bálsamo Sobrecarreg. (5)			Overload salve (5)
33198		Bálsamo Sobrecarreg. (6)			Overload salve (6)
33200		Poção Sobrecarreg. Supremo (1)			Supreme overload potion (1)
33202		Poção Sobrecarreg. Supremo (2)			Supreme overload potion (2)
33204		Poção Sobrecarreg. Supremo (3)			Supreme overload potion (3)
33206		Poção Sobrecarreg. Supremo (4)			Supreme overload potion (4)
33208		Poção Sobrecarreg. Supremo (5)			Supreme overload potion (5)
33210		Poção Sobrecarreg. Supremo (6)			Supreme overload potion (6)
33212		Bálsamo do Sobrecarregamento Supremo (1)			Supreme overload salve (1)
33214		Bálsamo Sobrecarreg. Supremo (2)			Supreme overload salve (2)
33216		Bálsamo Sobrecarreg. Supremo (3)			Supreme overload salve (3)
33218		Bálsamo Sobrecarreg. Supremo (4)			Supreme overload salve (4)
33220		Bálsamo Sobrecarreg. Supremo (5)			Supreme overload salve (5)
33222		Bálsamo Sobrecarreg. Supremo (6)			Supreme overload salve (6)
33224		Poção Perfeita Superior (1)			Perfect plus potion (1)
33226		Poção Perfeita Superior (2)			Perfect plus potion (2)
33228		Poção Perfeita Superior (3)			Perfect plus potion (3)
33230		Poção Perfeita Superior (4)			Perfect plus potion (4)
33232		Poção Perfeita Superior (5)			Perfect plus potion (5)
33234		Poção Perfeita Superior (6)			Perfect plus potion (6)
33236		Poção Sobrecarreg. Sagrado (1)			Holy overload potion (1)
33238		Poção Sobrecarreg. Sagrado (2)			Holy overload potion (2)
33240		Poção Sobrecarreg. Sagrado (3)			Holy overload potion (3)
33242		Poção Sobrecarreg. Sagrado (4)			Holy overload potion (4)
33244		Poção Sobrecarreg. Sagrado (5)			Holy overload potion (5)
33246		Poção Sobrecarreg. Sagrado (6)			Holy overload potion (6)
33248		Poção Sobrecarreg. Abrasador (1)			Searing overload potion (1)
33250		Poção Sobrecarreg. Abrasador (2)			Searing overload potion (2)
33252		Poção Sobrecarreg. Abrasador (3)			Searing overload potion (3)
33254		Poção Sobrecarreg. Abrasador (4)			Searing overload potion (4)
33256		Poção Sobrecarreg. Abrasador (5)			Searing overload potion (5)
33258		Poção Sobrecarreg. Abrasador (6)			Searing overload potion (6)
33260		Cinzas torturadas			Tortured ashes
33262		Bolsa de frag. capas para esp.			Expert skillcape shard bag
33264		Pergaminho de dicas (fácil)			Clue scroll (easy)
33265		Pergaminho de dicas (fácil)			Clue scroll (easy)
33266		Pergaminho de dicas (fácil)			Clue scroll (easy)
33267		Pergaminho de dicas (fácil)			Clue scroll (easy)
33268		Pergaminho de dicas (fácil)			Clue scroll (easy)
33269		Pergaminho de dicas (difícil)			Clue scroll (hard)
33270		Cofre (difícil)			Casket (hard)
33271		Tubo do pergaminho (difícil)			Scroll box (hard)
33272		Pergaminho de dicas (difícil)			Clue scroll (hard)
33273		Cofre (difícil)			Casket (hard)
33274		Tubo do pergaminho (difícil)			Scroll box (hard)
33275		Pergaminho de dicas (difícil)			Clue scroll (hard)
33276		Cofre (difícil)			Casket (hard)
33277		Tubo do pergaminho (difícil)			Scroll box (hard)
33278		Pergaminho de dicas (difícil)			Clue scroll (hard)
33279		Cofre (difícil)			Casket (hard)
33280		Tubo do pergaminho (difícil)			Scroll box (hard)
33281		Pergaminho de dicas (difícil)			Clue scroll (hard)
33282		Cofre (difícil)			Casket (hard)
33283		Tubo do pergaminho (difícil)			Scroll box (hard)
33284		Pergaminho dicas (médio)			Clue scroll (medium)
33285		Pergaminho do desafio (médio)			Challenge scroll (medium)
33286		Pergaminho dicas (médio)			Clue scroll (medium)
33287		Pergaminho do desafio (médio)			Challenge scroll (medium)
33288		Pergaminho dicas (médio)			Clue scroll (medium)
33289		Pergaminho do desafio (médio)			Challenge scroll (medium)
33290		Pergaminho dicas (médio)			Clue scroll (medium)
33291		Pergaminho do desafio (médio)			Challenge scroll (medium)
33292		Pergaminho dicas (médio)			Clue scroll (medium)
33293		Pergaminho do desafio (médio)			Challenge scroll (medium)
33294		Corante das Catacumbas			Barrows dye
33296		Corante das sombras			Shadow dye
33298		Corante da Terceira Era			Third Age dye
33300		Maça quitinosa (Catacumbas)			Drygore mace (Barrows)
33301		Maça quitinosa (Catacumbas)			Drygore mace (Barrows)
33302		Maça quitinosa (Catacumbas) (quebrada)			Drygore mace (Barrows)(broken)
33303		Maça quitinosa secundária (Catacumbas)			Off-hand drygore mace (Barrows)
33304		Maça quitinosa secundária (Catacumbas)			Off-hand drygore mace (Barrows)
33305		Maça quitinosa secundária (Catacumbas) (quebrada)			Off-hand drygore mace (Barrows)(broken)
33306		Espadim quitinoso (Catacumbas)			Drygore rapier (Barrows)
33307		Espadim quitinoso (Catacumbas)			Drygore rapier (Barrows)
33308		Espadim quitinoso (Catacumbas) (quebrado)			Drygore rapier (Barrows)(broken)
33309		Espadim quitinoso secundário (Catacumbas)			Off-hand drygore rapier (Barrows)
33310		Espadim quitinoso secundário (Catacumbas)			Off-hand drygore rapier (Barrows)
33311		Espadim quitinoso secundário (Catacumbas) (quebrado)			Off-hand drygore rapier (Barrows)(broken)
33312		Espada longa quitinosa (Catacumbas)			Drygore longsword (Barrows)
33313		Espada longa quitinosa (Catacumbas)			Drygore longsword (Barrows)
33314		Espada longa quitinosa (Catacumbas) (quebrada)			Drygore longsword (Barrows)(broken)
33315		Espada longa quitinosa secundária (Catacumbas)			Off-hand drygore longsword (Barrows)
33316		Espada longa quitinosa secundária (Catacumbas)			Off-hand drygore longsword (Barrows)
33317		Espada longa quitinosa secundária (Catacumbas) (quebrada)			Off-hand drygore longsword (Barrows)(broken)
33318		Balestra da ascensão (Catacumbas)			Ascension crossbow (Barrows)
33319		Balestra da ascensão (Catacumbas)			Ascension crossbow (Barrows)
33320		Balestra da ascensão (Catacumbas) (quebrada)			Ascension crossbow (Barrows)(broken)
33321		Balestra da ascensão secundária (Catacumbas)			Off-hand ascension crossbow (Barrows)
33322		Balestra da ascensão secundária (Catacumbas)			Off-hand ascension crossbow (Barrows)
33323		Balestra da ascensão secundária (Catacumbas) (quebrada)			Off-hand ascension crossbow (Barrows)(broken)
33324		Varinha sísmica (Catacumbas)			Seismic wand (Barrows)
33325		Varinha sísmica (Catacumbas)			Seismic wand (Barrows)
33326		Varinha sísmica (Catacumbas) (quebrada)			Seismic wand (Barrows)(broken)
33327		Singularidade sísmica (Catacumbas)			Seismic singularity (Barrows)
33328		Singularidade sísmica (Catacumbas)			Seismic singularity (Barrows)
33329		Singularidade sísmica (Catacumbas) (quebrada)			Seismic singularity (Barrows)(broken)
33330		Foice nociva (Catacumbas)			Noxious scythe (Barrows)
33331		Foice nociva (Catacumbas)			Noxious scythe (Barrows)
33332		Foice nociva (Catacumbas) (quebrada)			Noxious scythe (Barrows)(broken)
33333		Cajado nocivo (Catacumbas)			Noxious staff (Barrows)
33334		Cajado nocivo (Catacumbas)			Noxious staff (Barrows)
33335		Cajado nocivo (Catacumbas) (quebrado)			Noxious staff (Barrows)(broken)
33336		Arco longo nocivo (Catacumbas)			Noxious longbow (Barrows)
33337		Arco longo nocivo (Catacumbas)			Noxious longbow (Barrows)
33338		Arco longo nocivo (Catacumbas) (quebrado)			Noxious longbow (Barrows)(broken)
33339		Máscara tectônica (Catacumbas)			Tectonic mask (Barrows)
33340		Máscara tectônica (Catacumbas)			Tectonic mask (Barrows)
33341		Máscara tectônica (Catacumbas) (quebrada)			Tectonic mask (Barrows)(broken)
33342		Túnica tectônica (Catacumbas)			Tectonic robe top (Barrows)
33343		Túnica tectônica (Catacumbas)			Tectonic robe top (Barrows)
33344		Túnica tectônica (Catacumbas) (quebrada)			Tectonic robe top (Barrows)(broken)
33345		Saia da túnica tectônica (Catacumbas)			Tectonic robe bottom (Barrows)
33346		Saia da túnica tectônica (Catacumbas)			Tectonic robe bottom (Barrows)
33347		Saia da túnica tectônica (Catacumbas) (quebrada)			Tectonic robe bottom (Barrows)(broken)
33348		Máscara sirênica (Catacumbas)			Sirenic mask (Barrows)
33349		Máscara sirênica (Catacumbas)			Sirenic mask (Barrows)
33350		Máscara sirênica (Catacumbas) (quebrada)			Sirenic mask (Barrows)(broken)
33351		Cota sirênica (Catacumbas)			Sirenic hauberk (Barrows)
33352		Cota sirênica (Catacumbas)			Sirenic hauberk (Barrows)
33353		Cota sirênica (Catacumbas) (quebrada)			Sirenic hauberk (Barrows)(broken)
33354		Perneiras sirênicas (Catacumbas)			Sirenic chaps (Barrows)
33355		Perneiras sirênicas (Catacumbas)			Sirenic chaps (Barrows)
33356		Perneiras sirênicas (Catacumbas) (quebradas)			Sirenic chaps (Barrows)(broken)
33357		Elmo maléfico (Catacumbas)			Malevolent helm (Barrows)
33358		Elmo maléfico (Catacumbas)			Malevolent helm (Barrows)
33359		Elmo maléfico (Catacumbas) (quebrado)			Malevolent helm (Barrows)(broken)
33360		Couraça maléfica (Catacumbas)			Malevolent cuirass (Barrows)
33361		Couraça maléfica (Catacumbas)			Malevolent cuirass (Barrows)
33362		Couraça maléfica (Catacumbas) (quebrada)			Malevolent cuirass (Barrows)(broken)
33363		Grevas maléficas (Catacumbas)			Malevolent greaves (Barrows)
33364		Grevas maléficas (Catacumbas)			Malevolent greaves (Barrows)
33365		Grevas maléficas (Catacumbas) (quebradas)			Malevolent greaves (Barrows)(broken)
33366		Maça quitinosa (sombras)			Drygore mace (shadow)
33367		Maça quitinosa (sombras)			Drygore mace (shadow)
33368		Maça quitinosa (sombras) (quebrada)			Drygore mace (shadow)(broken)
33369		Maça quitinosa secundária (sombras)			Off-hand drygore mace (shadow)
33370		Maça quitinosa secundária (sombras)			Off-hand drygore mace (shadow)
33371		Maça quitinosa secundária (sombras) (quebrada)			Off-hand drygore mace (shadow)(broken)
33372		Espadim quitinoso (sombras)			Drygore rapier (shadow)
33373		Espadim quitinoso (sombras)			Drygore rapier (shadow)
33374		Espadim quitinoso (sombras) (quebrado)			Drygore rapier (shadow)(broken)
33375		Espadim quitinoso secundário (sombras)			Off-hand drygore rapier (shadow)
33376		Espadim quitinoso secundário (sombras)			Off-hand drygore rapier (shadow)
33377		Espadim quitinoso secundário (sombras) (quebrado)			Off-hand drygore rapier (shadow)(broken)
33378		Espada longa quitinosa (sombras)			Drygore longsword (shadow)
33379		Espada longa quitinosa (sombras)			Drygore longsword (shadow)
33380		Espada longa quitinosa (sombras) (quebrada)			Drygore longsword (shadow)(broken)
33381		Espada longa quitinosa secundária (sombras)			Off-hand drygore longsword (shadow)
33382		Espada longa quitinosa secundária (sombras)			Off-hand drygore longsword (shadow)
33383		Espada longa quitinosa secundária (sombras) (quebrada)			Off-hand drygore longsword (shadow)(broken)
33384		Balestra da ascensão (sombras)			Ascension crossbow (shadow)
33385		Balestra da ascensão (sombras)			Ascension crossbow (shadow)
33386		Balestra da ascensão (sombras) (quebrada)			Ascension crossbow (shadow)(broken)
33387		Balestra da ascensão secundária (sombras)			Off-hand ascension crossbow (shadow)
33388		Balestra da ascensão secundária (sombras)			Off-hand ascension crossbow (shadow)
33389		Balestra da ascensão secundária (sombras) (quebrada)			Off-hand ascension crossbow (shadow)(broken)
33390		Varinha sísmica (sombras)			Seismic wand (shadow)
33391		Varinha sísmica (sombras)			Seismic wand (shadow)
33392		Varinha sísmica (sombras) (quebrada)			Seismic wand (shadow)(broken)
33393		Singularidade sísmica (sombras)			Seismic singularity (shadow)
33394		Singularidade sísmica (sombras)			Seismic singularity (shadow)
33395		Singularidade sísmica (sombras) (quebrada)			Seismic singularity (shadow)(broken)
33396		Foice nociva (sombras)			Noxious scythe (shadow)
33397		Foice nociva (sombras)			Noxious scythe (shadow)
33398		Foice nociva (sombras) (quebrada)			Noxious scythe (shadow)(broken)
33399		Cajado nocivo (sombras)			Noxious staff (shadow)
33400		Cajado nocivo (sombras)			Noxious staff (shadow)
33401		Cajado nocivo (sombras) (quebrado)			Noxious staff (shadow)(broken)
33402		Arco longo nocivo (sombras)			Noxious longbow (shadow)
33403		Arco longo nocivo (sombras)			Noxious longbow (shadow)
33404		Arco longo nocivo (sombras) (quebrado)			Noxious longbow (shadow)(broken)
33405		Máscara tectônica (sombras)			Tectonic mask (shadow)
33406		Máscara tectônica (sombras)			Tectonic mask (shadow)
33407		Máscara tectônica (sombras) (quebrada)			Tectonic mask (shadow)(broken)
33408		Túnica tectônica (sombras)			Tectonic robe top (shadow)
33409		Túnica tectônica (sombras)			Tectonic robe top (shadow)
33410		Túnica tectônica (sombras) (quebrada)			Tectonic robe top (shadow)(broken)
33411		Saia da túnica tectônica (sombras)			Tectonic robe bottom (shadow)
33412		Saia da túnica tectônica (sombras)			Tectonic robe bottom (shadow)
33413		Saia da túnica tectônica (sombras) (quebrada)			Tectonic robe bottom (shadow)(broken)
33414		Máscara sirênica (sombras)			Sirenic mask (shadow)
33415		Máscara sirênica (sombras)			Sirenic mask (shadow)
33416		Máscara sirênica (sombras) (quebrada)			Sirenic mask (shadow)(broken)
33417		Cota sirênica (sombras)			Sirenic hauberk (shadow)
33418		Cota sirênica (sombras)			Sirenic hauberk (shadow)
33419		Cota sirênica (sombras) (quebrada)			Sirenic hauberk (shadow)(broken)
33420		Perneiras sirênicas (sombras)			Sirenic chaps (shadow)
33421		Perneiras sirênicas (sombras)			Sirenic chaps (shadow)
33422		Perneiras sirênicas (sombras) (quebradas)			Sirenic chaps (shadow)(broken)
33423		Elmo maléfico (sombras)			Malevolent helm (shadow)
33424		Elmo maléfico (sombras)			Malevolent helm (shadow)
33425		Elmo maléfico (sombras) (quebrado)			Malevolent helm (shadow)(broken)
33426		Couraça maléfica (sombras)			Malevolent cuirass (shadow)
33427		Couraça maléfica (sombras)			Malevolent cuirass (shadow)
33428		Couraça maléfica (sombras) (quebrada)			Malevolent cuirass (shadow)(broken)
33429		Grevas maléficas (sombras)			Malevolent greaves (shadow)
33430		Grevas maléficas (sombras)			Malevolent greaves (shadow)
33431		Grevas maléficas (sombras) (quebradas)			Malevolent greaves (shadow)(broken)
33432		Maça quitinosa (Terceira Era)			Drygore mace (Third Age)
33433		Maça quitinosa (Terceira Era)			Drygore mace (Third Age)
33434		Maça quitinosa (Terceira Era) (quebrada)			Drygore mace (Third Age)(broken)
33435		Maça quitinosa secundária (Terceira Era)			Off-hand drygore mace (Third Age)
33436		Maça quitinosa secundária (Terceira Era)			Off-hand drygore mace (Third Age)
33437		Maça quitinosa secundária (Terceira Era) (quebrada)			Off-hand drygore mace (Third Age)(broken)
